web-scraper-order,web-scraper-start-url,comments,posts,posts-href,comments_scroll,new_comments_scroll,scores,compound,sentiment_type
1638143406-1177,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVbmWx0Pt2b/,stephfermin7Angelina 😍🔥❤️4w9 likesReply,stephfermin7angelina 4w9 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143406-1171,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVbmWx0Pt2b/,nessywillisOmg Gemma Chan is just stunning4w50 likesReply,nessywillisomg gemma chan stunning4w50 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143406-1179,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVbmWx0Pt2b/,indiehifiJolie ❤️4w6 likesReply,indiehifijolie 4w6 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143406-1178,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVbmWx0Pt2b/,beggybucknerUgh so nice to see the starks alive4w8 likesReply,beggybucknerugh nice see starks alive4w8 likesreply,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,POSITIVE
1638143406-1172,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVbmWx0Pt2b/,"imax8989I’m glad that this is going to be the most divisive MCU film; it just makes for more interesting conversation. In my eyes, Chloé Zhao has a such a beautiful vision and an elite filmmaker. Can’t wait to watch this.4w39 likesReply",imax8989im glad going divisive mcu film makes interesting conversation eyes chloé zhao beautiful vision elite filmmaker cant wait watch this4w39 likesreply,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.891}",0.891,POSITIVE
1638143406-1169,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVbmWx0Pt2b/,khimbhurleeI miss John Snow and Rob Stark❤️🔥👏👏4w72 likesReply,khimbhurleei miss john snow rob stark4w72 likesreply,"{'neg': 0.51, 'neu': 0.49, 'pos': 0.0, 'compound': -0.6369}",-0.6369,NEGATIVE
1638143406-1175,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVbmWx0Pt2b/,paramitawFinally Chloe Zhao in style 😍 I can't wait to see her work in this movie!4w15 likesReply,paramitawfinally chloe zhao style cant wait see work movie4w15 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143406-1176,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVbmWx0Pt2b/,tracynurzynskiGoodness…so many beautiful people4w21 likesReply,tracynurzynskigoodnessso many beautiful people4w21 likesreply,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.5994}",0.5994,POSITIVE
1638143406-1170,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVbmWx0Pt2b/,justcallmeshan_Gemma and Madden look so good together 😍wow4w73 likesReply,justcallmeshan_gemma madden look good together wow4w73 likesreply,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,POSITIVE
1638143406-1168,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVbmWx0Pt2b/,"movienightjournalWait, both John Snow AND Rob Stark are in it? Lawd, I hope I can see past that 😂4w112 likesReply",movienightjournalwait john snow rob stark lawd hope see past 4w112 likesreply,"{'neg': 0.232, 'neu': 0.581, 'pos': 0.187, 'compound': -0.1779}",-0.1779,NEGATIVE
1638143413-1212,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,_moniquecolemanVerifiedOne of my favorites4w36 likesReply,_moniquecolemanverifiedone favorites4w36 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143413-1211,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,axelovSoundtrack’s great4w40 likesReply,axelovsoundtracks great4w40 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143413-1213,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,cris_caves10/10 🔥4w34 likesReply,cris_caves1010 4w34 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143413-1206,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,"imdbVerified""Our lives and our choices, like quantum trajectories, are understood moment to moment. At each point of intersection, each encounter suggests a new potential direction."" How would you rate #CloudAtlas (2012)? ☁️✨4w",imdbverifiedour lives choices like quantum trajectories understood moment moment point intersection encounter suggests new potential direction would rate cloudatlas 2012 4w,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,POSITIVE
1638143413-1218,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,cody_u13⭐⭐⭐⭐⭐ My #1 movie of the 2010s decade.4w9 likesReply,cody_u13 1 movie 2010s decade4w9 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143413-1216,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,"brave0229/10, excellent  movie, really deep4w12 likesReply",brave022910 excellent movie really deep4w12 likesreply,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,POSITIVE
1638143413-1208,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,doctorsalvatoreThis movie was misunderstood and totally underated4w170 likesReply,doctorsalvatorethis movie misunderstood totally underated4w170 likesreply,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",-0.34,NEGATIVE
1638143413-1217,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,lucaenricofantini_dpI walked out of the theater4w12 likesReply,lucaenricofantini_dpi walked theater4w12 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143413-1209,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,lady_acbOne of my all time favorite movies🍿4w61 likesReply,lady_acbone time favorite movies4w61 likesreply,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.4588}",0.4588,POSITIVE
1638143413-1214,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,enderlarrealIncredibly underrated. This is an all time classic! ❤️4w25 likesReply,enderlarrealincredibly underrated time classic 4w25 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143413-1207,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,illiuminationcinemaCloud Atlas is incredibly underrated. It takes a lot of patience and skill to be able to blend stories from multiple timelines together the way the Wachowskis did.4w177 likesReply,illiuminationcinemacloud atlas incredibly underrated takes lot patience skill able blend stories multiple timelines together way wachowskis did4w177 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143413-1210,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,peterspix_Fantastic film and book 😢❤️🙌🔥4w47 likesReply,peterspix_fantastic film book 4w47 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143413-1215,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVg4CdyIUe5/,"ryutaf_This movie is phenomenal and should be recognized more! love the backstory that Natalie Portman was reading the original novel while on the set of ""V for Vendetta"" and that's how the Wachowskis knew about this story. And, creating this movie probably leaded them to make ""Sense 8,"" which is also amazing.4w20 likesReply",ryutaf_this movie phenomenal recognized love backstory natalie portman reading original novel set v vendetta thats wachowskis knew story creating movie probably leaded make sense 8 also amazing4w20 likesreply,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.875}",0.875,POSITIVE
1638143408-1192,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,ghazaleayaziLovely sandra😍❤️❤️❤️4w2 likesReply,ghazaleayazilovely sandra4w2 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143408-1190,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,saeid.r.ztاسم این فیلمه چیه??4w1 likeReply,saeidrztاسم این فیلمه چیه4w1 likereply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143408-1187,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,teamm4mSo she can’t see her grown sister?4w1 likeReply,teamm4mso cant see grown sister4w1 likereply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143408-1183,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,"theresa_b_19Looking Forward To This 🙌🙌🙌🙌Movie 🎥!! Netflix, You Rock! GReat Actors, OMG, Can’t Wait!!🙌🙌🙌🙌🙌🙌👏👏👏🔥4w1 likeReply",theresa_b_19looking forward movie netflix rock great actors omg cant wait4w1 likereply,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.6249}",0.6249,POSITIVE
1638143408-1180,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,"imdbVerified'The Unforgivable' Official Trailer

No one walks free of their past. #SandraBullock and @ViolaDavis star in the new trailer for #TheUnforgivable, coming to @Netflix Dec. 10.4w",imdbverifiedthe unforgivable official trailer one walks free past sandrabullock violadavis star new trailer theunforgivable coming netflix dec 104w,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5106}",0.5106,POSITIVE
1638143408-1185,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,"scenedreamsincredible cast in this one, looking forward to it!4w10 likesReply",scenedreamsincredible cast one looking forward it4w10 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143408-1186,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,trailrunner61Looks like fun! 😂4w1 likeReply,trailrunner61looks like fun 4w1 likereply,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",0.7003,POSITIVE
1638143408-1181,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,aouregengilynorethree4w55 likesReply,aouregengilynorethree4w55 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143408-1184,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,wiibii11Viola slay all her role👏👏😍1wReply,wiibii11viola slay role1wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143408-1189,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,baris.celikkolReturn Of the Bullock 🎉☄🔥💯 #sandrabullock4w6 likesReply,bariscelikkolreturn bullock sandrabullock4w6 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143408-1188,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,cnu_nethaaSandra! ❤4w5 likesReply,cnu_nethaasandra 4w5 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143408-1182,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,imnotdidilofskaThey used to say coming on cinemas December 10th and now it’s coming on Netflix 🤦🏻‍♀️4w18 likesReply,imnotdidilofskathey used say coming cinemas december 10th coming netflix 4w18 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143408-1191,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgFuv5Ae12/,ruccismusingsAnother Oscar for Sandra & Viola4w4 likesReply,ruccismusingsanother oscar sandra viola4w4 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1204,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,palomafevi😍😍😍4w1 likeReply,palomafevi4w1 likereply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1201,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,ranaimran_kh😍😍😍😍❤️4w1 likeReply,ranaimran_kh4w1 likereply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1195,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,lilyjamesstyleWow Thomasin 😍✨4w17 likesReply,lilyjamesstylewow thomasin 4w17 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1202,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,marcosvs.valadao😍😍😍4w1 likeReply,marcosvsvaladao4w1 likereply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1197,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,shaunyhodge.syl81Damn Anya Taylor Joy is so damn beautiful 😍4w26 likesReply,shaunyhodgesyl81damn anya taylor joy damn beautiful 4w26 likesreply,"{'neg': 0.175, 'neu': 0.325, 'pos': 0.5, 'compound': 0.7184}",0.7184,POSITIVE
1638143410-1198,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,jojesss48attend🐺4w37 likesReply,jojesss48attend4w37 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1200,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,chaseh804Fantastic actresses.4w5 likesReply,chaseh804fantastic actresses4w5 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1205,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,myaelisabethofficialSuch a beauty and talent4w1 likeReply,myaelisabethofficialsuch beauty talent4w1 likereply,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.5859}",0.5859,POSITIVE
1638143410-1196,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,zil_a_anwarPrincesses 😍😍4w5 likesReply,zil_a_anwarprincesses 4w5 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1199,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,roberto.d.floresLas empanadas4w5 likesReply,robertodfloreslas empanadas4w5 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1194,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,imdbVerified#AnyaTaylorJoy #ThomasinMcKenzie #EdgarWright4w2 likesReply,imdbverifiedanyataylorjoy thomasinmckenzie edgarwright4w2 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1193,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,"imdbVerifiedLast Night in LA ✨ @anyataylorjoy, @thomasin.mckenzie, and @edgarwright reunited for the premiere of their new film #LastNightInSoho. ⁣
⁣
📸: @gettyimages / @focusfeatures4w",imdbverifiedlast night la anyataylorjoy thomasinmckenzie edgarwright reunited premiere new film lastnightinsoho gettyimages focusfeatures4w,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143410-1203,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVgU-rvP5bH/,alfred_media😍😍😍4w1 likeReply,alfred_media4w1 likereply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143415-1219,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,imdbVerifiedThe Dark One is waking... Watch @mspike in the epic new trailer for #TheWheelOfTime. 🔥4w,imdbverifiedthe dark one waking watch mspike epic new trailer thewheeloftime 4w,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143415-1221,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,kirti_mis3😱😱😱 I can't wait! I've read all the books 🔥🔥🔥🔥4w3 likesReply,kirti_mis3 cant wait ive read books 4w3 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143415-1230,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,cinevoyageusesCan't wait to see this movie! ❤️4wReply,cinevoyageusescant wait see movie 4wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143415-1229,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,tboneforyouKeep getting this mixed up with A Wrinkle in Time which was dreadful live action. I gotta say this looks pretty basic though.4wReply,tboneforyoukeep getting mixed wrinkle time dreadful live action gotta say looks pretty basic though4wreply,"{'neg': 0.16, 'neu': 0.663, 'pos': 0.177, 'compound': 0.0772}",0.0772,POSITIVE
1638143415-1222,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,photogeaiWas there colored people back then? Treated as equals? Even reigning? Or is this another Hollywood pushed bs4w1 likeReply,photogeaiwas colored people back treated equals even reigning another hollywood pushed bs4w1 likereply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143415-1224,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,"j.j_memories❤️❤️ everything has meaning,  why and when are very intriguing for this film.4w2 likesReply",jj_memories everything meaning intriguing film4w2 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143415-1223,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,"fe_ctsI like this kind of movie, but the trailer is too long, giving too much of the plot.4w7 likesReply",fe_ctsi like kind movie trailer long giving much plot4w7 likesreply,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.8074}",0.8074,POSITIVE
1638143415-1226,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,a.l.a.n.j.a.m.e.sWitcher + LOTR4wReply,alanjameswitcher lotr4wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143415-1231,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,jess._no_.less.. Love Daniel Henney... Can't wait...4wReply,jess_no_less love daniel henney cant wait4wreply,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,POSITIVE
1638143415-1220,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,jvi.10Man this looks so generic4w24 likesReply,jvi10man looks generic4w24 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143415-1228,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,cactus_trailerعالی🔥4wReply,cactus_trailerعالی4wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143415-1227,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,dtalks2020Wow 🔥🔥🔥🔥waiting so badly… hope this one will be good and worth the wait❤️4w1 likeReply,dtalks2020wow waiting badly hope one good worth wait4w1 likereply,"{'neg': 0.196, 'neu': 0.316, 'pos': 0.487, 'compound': 0.5574}",0.5574,POSITIVE
1638143415-1225,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CViiulRF9zx/,goowsonIs this the Robert Jordan wheel of time?4wReply,goowsonis robert jordan wheel time4wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143417-1241,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,"harlantime77Omg I enjoyed this video so much THANK YOU IMDB, I feel like a kid reading a TV guide in the nineties. 😍😢😃😁4wReply",harlantime77omg enjoyed video much thank imdb feel like kid reading tv guide nineties 4wreply,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.8074}",0.8074,POSITIVE
1638143417-1234,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,alomar0877👍🏻👌🏻✌🏻👋🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻4wReply,alomar08774wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143417-1233,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,allenjay62What about dexter4w2 likesReply,allenjay62what dexter4w2 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143417-1242,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,spmsupunMeh4wReply,spmsupunmeh4wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143417-1238,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,iranian_film_imdb💯4wReply,iranian_film_imdb4wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143417-1232,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,"imdbVerifiedMost Anticipated TV Shows & Movies to Stream in November

From #TheHarderTheyFall to #Hawkeye, November is packed with new movies and TV series guaranteed to take you on an adventure.4w",imdbverifiedmost anticipated tv shows movies stream november thehardertheyfall hawkeye november packed new movies tv series guaranteed take adventure4w,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143417-1236,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,eli.a_m_h_fاسمش چیه خوب فارسی هم بگین4wReply,elia_m_h_fاسمش چیه خوب فارسی هم بگین4wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143417-1237,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,thatmoodlistCan't wait! Some seriously good content there.4wReply,thatmoodlistcant wait seriously good content there4wreply,"{'neg': 0.198, 'neu': 0.465, 'pos': 0.337, 'compound': 0.296}",0.296,POSITIVE
1638143417-1235,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,3ora8❤️4wReply,3ora84wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143417-1243,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,tvserial10اگر به دنبال فیلم و سریال جذاب و خاص هستی پیج مرا دنبال کنید❤️😍✌️4wReply,tvserial10اگر به دنبال فیلم و سریال جذاب و خاص هستی پیج مرا دنبال کنید4wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143417-1239,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,movies_territory🔥4wReply,movies_territory4wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143417-1240,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVjEzkfhPHX/,a_random_student_28i have always seen western movies with white people and that cool western accent and acting.... now i can't imagine all black and this accent.. 😔... Netflix crossed the line this time😒😒4w1 likeReply,a_random_student_28i always seen western movies white people cool western accent acting cant imagine black accent netflix crossed line time4w1 likereply,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",0.3182,POSITIVE
1638143420-1244,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVk7FpMpXhU/,"imdbVerifiedFrom #WalkTheLine to #JokerMovie, we celebrate #JoaquinPhoenix's eclectic acting career on his birthday. Which role is your favorite?4w",imdbverifiedfrom walktheline jokermovie celebrate joaquinphoenixs eclectic acting career birthday role favorite4w,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5719}",0.5719,POSITIVE
1638143420-1253,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVk7FpMpXhU/,jphoenixupdatesAll his roles are our favourite 🤩4w3 likesReply,jphoenixupdatesall roles favourite 4w3 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143420-1250,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVk7FpMpXhU/,"g1x84Joker , her . It’s my favorite roles3wReply",g1x84joker favorite roles3wreply,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",0.4588,POSITIVE
1638143420-1256,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVk7FpMpXhU/,namashi_chakrabortyVerifiedHe’s Astounding. HBD JP4w2 likesReply,namashi_chakrabortyverifiedhes astounding hbd jp4w2 likesreply,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,POSITIVE
1638143420-1254,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVk7FpMpXhU/,d3v4rajHER ❤️4w3 likesReply,d3v4rajher 4w3 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143420-1255,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVk7FpMpXhU/,stop_hacking_my_shitSuch a talented man🔥4w3 likesReply,stop_hacking_my_shitsuch talented man4w3 likesreply,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,POSITIVE
1638143420-1246,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CVk7FpMpXhU/,tahsinsultana28Her❤️❤️❤️4w5 likesReply,tahsinsultana28her4w5 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
